"ID","SNAME","K","Name","DECODE","CalcTip","GLN","UNIT","F","IDF","USUNIT","KFF","USKFF","L2","P","F1","F2","PTip","nHDR","View","FldNam","format"
"730","tgdmax",,,"TaníŒ€£*1E4",,,"                              ","          ","      ","                              ","1E4       ","1E4       ",,"TaníŒ€£                                           ",,,"    ",0,1,,
"000","cu1/scu",,,"Cu¨/ÛCu",,,"                              ","          ","      ","                              ","          ","          ",,"Cu¨/ÛCu                                           ",,,"    ",0,1,,
"000","lfk",,,"log(f,kHz)",,"at","kHz                           ","log       ","FRQ   ","Hz                            ","          ","          ",,"f                                                 ",,,"    ",0,1,,
"000","lpromm",,,"log(P[Oâ],mm Hg)",,,"mm Hg                         ","log       ","PRE   ","kg/cm2                        ","          ","          ",,"P[Oâ]                                             ",,,"PRE ",0,1,,
"000","ps",,,"Particle size,Microm",,,"Microm                        ","          ","WAV   ","Micronm                       ","          ","          ",,"Particle size                                     ",,,"WAV ",0,1,,
"300","dneca5",,,"[n„'-n¸']*1E5",,,"                              ","          ","NNN   ","                              ","1E5       ","1E5       ",,"[n„'-n¸']                                         ",,,"NNN ",0,1,,
"300","dngfa5",,,"[n†-nÜ]*1E5",,,"                              ","          ","NNN   ","                              ","1E5       ","1E5       ",,"[n†-nÜ]                                           ",,,"NNN ",0,1,,
"320","ydin",,,"Dˆ",,,"                              ","          ","      ","                              ","          ","          ",,"Dˆ                                               ",,,"    ",0,0,,
"320","ydm",,,"DŒ",,,"                              ","          ","      ","                              ","          ","          ",,"DŒ                                                ",,,"    ",0,0,,
"500","e/e20",,,"E/Eâà",,,"                              ","          ","      ","                              ","          ","          ",,"E/Eâà                                            ",,,"    ",0,1,,
"500","epsi",,,"E,psi","mod_ung",,"psi                           ","          ","MDU   ","GPa                           ","          ","          ",,"E                                                 ",,,"MDU ",0,1,"mod_ung",
"520","tgd",,,"Taní",,,"                              ","          ","      ","                              ","          ","          ",,"Taní                                              ",,,"    ",0,1,,
"560","a1",,,"A,mN/m",,,"mN/m                          ","          ","SUT   ","mJ/m2                         ","          ","          ",,"A                                                 ",,,"SUT ",0,0,,
"560","b1",,,"B,mN/m.K",,,"mN/m.K                        ","          ","      ","mN/m.K                        ","          ","          ",,"B                                                 ",,,"    ",0,0,,
"600","ac",,,"Extr.comp.,ppm",,,"ppm                           ","          ","      ","ppm                           ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,1,,
"600","exmg/l",,,"Extr.comp.,mg/l    ",,,"mg/l                          ","          ","      ","mg/l                          ","          ","          ",,"Extr.comp.                                        ",,,"    ",0,1,,
"600","n",,,"n*",,,"                              ","          ","      ","                              ","          ","          ",,"n*                                                ",,,"    ",0,1,,
"600","sqwlmg/cm",,,"Sqrt(Wt loss,mg/cm2)",,,"mg/cm2                        ","Sqrt      ","WTL   ","mg/cm2                        ","          ","          ",,"Wt loss                                           ",,,"WTL ",0,1,,
"600","vsolg/cm9",,,"v*1E9,g/cm2.min",,,"g/cm2.min                     ","          ","EVR   ","mg/cm2.h                      ","1E9       ","1E9       ",,"v                                                 ",,,"EVR ",0,1,,
"700","ei",,,"Electric intensity,V/cm",,,"V/cm                          ","          ","      ","V/cm                          ","          ","          ",,"Electric intensity                                ",,,"    ",0,1,,
"700","eim",,,"Electric intensity,MV/cm",,,"MV/cm                         ","          ","      ","MV/cm                         ","          ","          ",,"Electric intensity                                ",,,"    ",0,1,,
"700","lsr/tm",,,"log(ú/T,Ohm.m/K)",,,"Ohm.m/K                       ","log       ","      ","Ohm.m/K                       ","          ","          ",,"ú/T                                               ",,,"    ",0,1,,
"700","srm",,,"ú,Ohm.m",,,"Ohm.m                         ","          ","ELR   ","Ohm.cm                        ","          ","          ",,"ú                                                 ",,,"ELR ",0,1,,
"800","ld0m",,,"log(Dà,m2/s)",,,"m2/s                          ","log       ","DIF   ","m2/s                          ","          ","          ",,"Dà                                                ",,,"DIF ",0,1,,
"890","ct",,,"Curie temperature, oC",,,"oC                            ","          ","TMP   ","K                             ","          ","          ",,"Curie temperature                                 ",,,"TMP ",0,1,,
"990","lwlk/m",,,"log(v,kg/m2.s)",,,"kg/m2.s                       ","log       ","EVR   ","mg/cm2.h                      ","          ","          ",,"v                                                 ",,,"EVR ",0,1,,
"990","ph2o/bar",,,"P[HâO],bar",,,"bar                           ","          ","MDU   ","GPa                           ","          ","          ",,"P[HâO]                                            ",,,"MDU ",0,1,,
"990","pso2/mb",,,"P[SOâ],mbar",,,"mbar                          ","          ","PRE   ","kg/cm2                        ","          ","          ",,"P[SOâ]                                            ",,,"PRE ",0,1,,
"990","sqrtp/b",,,"sqrt(p[HâO],bar)",,,"bar                           ","sqrt      ","MDU   ","GPa                           ","          ","          ",,"p[HâO]                                            ",,,"MDU ",0,1,,
"000","cu2/scu",,,"CuÂ¨/ÛCu",,,"                              ","          ","      ","                              ","          ","          ",,"CuÂ¨/ÛCu                                          ",,,"    ",0,1,,
"500","acbms",,,"ê,dB/Micros",,,"dB/Micros                     ","          ","      ","dB/Micros                     ","          ","          ",,"ê                                                 ",,,"    ",0,1,,
"600","sc",,,"óžŽ‹,Ohm^-1.cm^-1",,,"Ohm^-1.cm^-1                  ","          ","ELC   ","Ohm^-1.cm^-1                  ","          ","          ",,"óžŽ‹                                              ",,,"ELC ",0,1,,
"700","lpsct",,,"log(óà,Ohm^-1.m^-1.K)",,,"Ohm^-1.m^-1.K                 ","log       ","      ","Ohm^-1.m^-1.K                 ","          ","          ",,"óà                                                ",,,"    ",0,0,,
"000","prtorr",,,"P,Torr",,,"Torr                          ","          ","MDU   ","GPa                           ","          ","          ",,"P                                                 ",,,"MDU ",0,1,,
"230","tdif",,,"a,cm2/s",,,"cm2/s                         ","          ","DIF   ","cm2/s                         ","          ","          ",,"a                                                 ",,,"TDI ",0,1,,
"600","lgsol/h",,,"log(v,mol/h)",,,"mol/h                         ","log       ","      ","mol/h                         ","          ","          ",,"v                                                 ",,,"    ",0,1,,
"700","lmsc",,,"log(óŒ,Ohm^-1.cm2)",,,"Ohm^-1.cm2                    ","log       ","      ","Ohm^-1.cm2                    ","          ","          ",,"óŒ                                                ",,,"    ",0,1,,
"700","lpromm",,,"log(P[Oâ],mm Hg)",,,"mm Hg                         ","log       ","PRE   ","kg/cm2                        ","          ","          ",,"P[Oâ]                                             ",,,"PRE ",0,0,,
"830","lnc",,,"ln(D,cm2/s)",,,"cm2/s                         ","ln        ","DIF   ","cm3[STP]/cm3.Pa               ","          ","          ",,"D                                                 ",,,"SOL ",0,1,,
"000","latimh",,,"log(Annealing t,h)",,"at","h                             ","log       ","TIM   ","h                             ","          ","          ",,"Annealing t                                       ",,,"TIM ",0,1,,
"000","mo5/mo6",,,"MoÅ¨/MoÆ¨",,,"                              ","          ","      ","                              ","          ","          ",,"MoÅ¨/MoÆ¨                                         ",,,"    ",0,1,,
"000","sb3/ssb",,,"SbÃ¨/ÛSb",,,"                              ","          ","      ","                              ","          ","          ",,"SbÃ¨/ÛSb                                          ",,,"    ",0,1,,
"000","t/lt",,,"T/T‹ˆœ",,,"                              ","          ","      ","                              ","          ","          ",,"T/T‹ˆœ                                            ",,,"    ",0,0,,
"130","la/t",,,"log(-ê/TÃ,K^-4)",,,"K^-4                          ","log       ","      ","K^-4                          ","          ","          ",,"-ê/TÃ                                             ",,,"    ",0,1,,
"130","tecatg",,,"ê[>T†]*1E7,K^-1",,,"K^-1                          ","          ","TEC   ","K^-1                          ","1E7       ","1E7       ",,"ê[>T†]                                            ",,,"TEC ",0,1,,
"200","lcj/tkm",,,"log(C/TÃ,J/mÃ.KÄ)",,,"J/m3.K4                       ","log       ","      ","J/m3.K4                       ","          ","          ",,"C/TÃ                                              ",,,"    ",0,1,,
"540","stp",,,"û,MPa",,,"MPa                           ","          ","MDU   ","GPa                           ","          ","          ",,"û                                                 ",,,"STR ",0,1,,
"700","mu12",,,"õ*1E12,cm2/V.s",,,"cm2/V.s                       ","          ","      ","cm2/V.s                       ","1E12      ","1E12      ",,"õ                                                 ",,,"    ",0,1,,
"990","lwlm/m",,,"log(v,mg/m2.s)",,,"mg/m2.s                       ","log       ","EVR   ","mg/cm2.h                      ","          ","          ",,"v                                                 ",,,"EVR ",0,1,,
"000","lcr/s",,,"log(cooling rate,K/s)",,,"K/s                           ","log       ","TRT   ","K/s                           ","          ","          ",,"cooling rate                                      ",,,"TRT ",0,1,,
"200","dcpj/a",,,"ÍC,J/g-atom.K","dCp",,"J/g-atom.K                    ","          ","HTC   ","J/g-atom.K                    ","          ","          ",,"ÍC                                               ",,,"HTC ",0,1,,
"500","muim",,,"õˆŒ",,,"                              ","          ","      ","                              ","          ","          ",,"õˆŒ                                               ",,,"    ",0,1,,
"600","sr",,,"úžŽ‹,Ohm.cm",,,"Ohm.cm                        ","          ","ELR   ","Ohm.cm                        ","          ","          ",,"úžŽ‹                                              ",,,"ELR ",0,1,,
"600","wamg/hcm",,,"Wt increase,mg/1000h.cm2",,,"mg/1000h.cm2                  ","          ","      ","mg/1000h.cm2                  ","          ","          ",,"Wt increase                                       ",,,"    ",0,1,,
"700","lsctm",,,"log(ó·T,Ohm^-1.m^-1.K)",,,"Ohm^-1.m^-1.K                 ","log       ","      ","Ohm^-1.m^-1.K                 ","          ","          ",,"ó·T                                               ",,,"    ",0,1,,
"730","de/edt",,,"dî'/î'.dT,K^-1",,,"K^-1                          ","          ","TEC   ","K^-1                          ","          ","          ",,"dî'/î'.dT                                         ",,,"TEC ",0,1,,
"400","Annealing",,,"Annealing",,,"                              ","          ","      ","                              ","          ","          ",,"Annealing                                         ",,,"    ",0,0,,
"000","Pressure",,,"Pressure",,,"                              ","          ","      ","                              ","          ","          ",,"Pressure                                          ",,,"    ",0,1,,
"600","Interface",,,"Interface",,,"                              ","          ","      ","                              ","          ","          ",,"Interface                                         ",,,"    ",0,1,,
"600","sa/v",,,"SA/V,cm^-1",,,"cm^-1                         ","          ","WAV   ","Micronm                       ","          ","          ",,"SA/V                                              ",,,"WAV ",0,1,,
"000","ticb",,,"Temp.range,oC",,,"oC                            ","          ","TMP   ","K                             ","          ","          ",,"Temp.range                                        ",,,"TMP ",0,1,,
"000","Salt",,,"Salt",,,"                              ","          ","      ","                              ","          ","          ",,"Salt                                              ",,,"    ",0,1,,
"220","ltconw/m",,,"log(ô,W/m.K)",,,"W/m.K                         ","log       ","THC   ","cal/cm.s.K                    ","          ","          ",,"ô                                                 ",,,"THC ",0,1,,
"700","eis",,,"Electric intensity,V/cm",,"at","V/cm                          ","          ","      ","V/cm                          ","          ","          ",,"Electric intensity                                ",,,"    ",0,1,,
"130","al",,,"ê‹*1E7,K^-1",,,"K^-1                          ","          ","TEC   ","K^-1                          ","1E7       ","1E7       ",,"ê‹                                                ",,,"TEC ",0,1,,
"600","la",,,"log(A,mol/s.cm2)",,,"mol/s.cm2                     ","log       ","      ","mol/s.cm2                     ","          ","          ",,"A                                                 ",,,"    ",0,1,,
"600","exnai/dm",,,"Extr.Na¨,mg/dm2",,,"mg/dm2                        ","          ","      ","mg/dm2                        ","          ","          ",,"Extr.Na¨                                          ",,,"    ",0,1,,
"300","nn",,,"n",,,"                              ","          ","      ","                              ","          ","          ",,"n                                                 ",,,"    ",0,1,,
"320","ynk",,,"k,cm^-1",,,"cm^-1                         ","          ","WAV   ","Micronm                       ","          ","          ",,"k                                                 ",,,"WAV ",0,0,,
"320","ynalf",,,"ê,cm^-1",,,"cm^-1                         ","          ","WAV   ","Micronm                       ","          ","          ",,"ê                                                 ",,,"WAV ",0,0,,
"320","ynlk",,,"log(k,cm^-1)",,,"cm^-1                         ","log       ","WAV   ","Micronm                       ","          ","          ",,"k                                                 ",,,"WAV ",0,0,,
"320","ynlalf",,,"log(ê,cm^-1)",,,"cm^-1                         ","log       ","WAV   ","Micronm                       ","          ","          ",,"ê                                                 ",,,"WAV ",0,0,,
"000","Saturation",,,"Saturation",,,"                              ","          ","      ","                              ","          ","          ",,"Saturation                                        ",,,"    ",0,1,,
"000","as5/as3",,,"AsÅ¨/AsÃ¨",,,"                              ","          ","      ","                              ","          ","          ",,"AsÅ¨/AsÃ¨                                         ",,,"    ",0,1,,
"000","ce3/sce",,,"CeÃ¨/ÛCe",,,"                              ","          ","      ","                              ","          ","          ",,"CeÃ¨/ÛCe                                          ",,,"    ",0,1,,
"000","mat",,,"Measurement atmosphere",,,"                              ","          ","      ","                              ","          ","          ",,"Measurement atmosphere                            ",,,"    ",0,1,,
"000","pkg/s",,,"P,kg/s2",,,"kg/s2                         ","          ","      ","kg/s2                         ","          ","          ",,"P                                                 ",,,"    ",0,1,,
"000","prpsi",,,"P,psi",,"at","psi                           ","          ","MDU   ","GPa                           ","          ","          ",,"P                                                 ",,,"MDU ",0,1,,
"000","sb5/sb3",,,"SbÅ¨/SbÃ¨",,,"                              ","          ","      ","                              ","          ","          ",,"SbÅ¨/SbÃ¨                                         ",,,"    ",0,1,,
"200","ce/gk",,,"C/TÃ,erg/g.K4",,,"erg/g.K4                      ","          ","      ","erg/g.K4                      ","          ","          ",,"C/TÃ                                              ",,,"    ",0,1,,
"200","cvc/m",,,"C¡,cal/mol.K",,,"cal/mol.K                     ","          ","HTC   ","J/g-atom.K                    ","          ","          ",,"C¡                                                ",,,"HTC ",0,1,,
"200","dcpc/g",,,"ÍC,cal/g.K","dCp",,"cal/g.K                       ","          ","HTC   ","J/g-atom.K                    ","          ","          ",,"ÍC                                               ",,,"HTC ",0,1,,
"200","dcpc/a",,,"ÍC,cal/g-atom.K","dCp",,"cal/g-atom.K                  ","          ","HTC   ","J/g-atom.K                    ","          ","          ",,"ÍC                                               ",,,"HTC ",0,1,,
"200","dhkj/ga",,,"H-Hâå,kJ/g-atom",,,"kJ/g-atom                     ","          ","ENT   ","kJ/g-atom                     ","          ","          ",,"H-Hâå                                            ",,,"ENT ",0,1,,
"230","tdif/mh",,,"a,m2/h",,,"m2/h                          ","          ","DIF   ","cm2/s                         ","          ","          ",,"a                                                 ",,,"TDI ",0,1,,
"300","adb/km",,,"ê,dB/km",,,"dB/km                         ","          ","ABS   ","dB/cm                         ","          ","          ",,"ê                                                 ",,,"ABS ",0,1,,
"300","ngf/nfc",,,"[n†-nº]/[nº-n¸]",,,"                              ","          ","      ","                              ","          ","          ",,"[n†-nº]/[nº-n¸]                                   ",,,"    ",0,1,,
"300","ladb/km",,,"log(ê,dB/km)",,,"dB/km                         ","log       ","ABS   ","dB/cm                         ","          ","          ",,"ê                                                 ",,,"ABS ",0,1,,
"300","yt1m",,,"üŒ",,,"                              ","          ","      ","                              ","          ","          ",,"üŒ                                                ",,,"    ",0,1,,
"500","lacn",,,"log(ê,Np/cm)",,,"Np/cm                         ","log       ","ABS   ","dB/cm                         ","          ","          ",,"ê                                                 ",,,"ABS ",0,1,,
"600","lexcmg/l",,,"log(extr.comp.,mg/l)",,,"mg/l                          ","log       ","      ","mg/l                          ","          ","          ",,"extr.comp.                                        ",,,"    ",0,1,,
"600","nohml",,,"0.01N NaOH for titration,ml",,,"ml                            ","          ","VOL   ","cm3                           ","          ","          ",,"0.01N NaOH for titration                          ",,,"VOL ",0,1,,
"600","vmg/cms",,,"v,mol glass/cm2.s",,,"mol glass/cm2.s               ","          ","      ","mol glass/cm2.s               ","          ","          ",,"v                                                 ",,,"    ",0,1,,
"600","vm/cms",,,"v,mol/cm2.s",,,"mol/cm2.s                     ","          ","      ","mol/cm2.s                     ","          ","          ",,"v                                                 ",,,"    ",0,1,,
"700","lmu",,,"log(õ,cm2/V.s)",,,"cm2/V.s                       ","log       ","      ","cm2/V.s                       ","          ","          ",,"õ                                                 ",,,"    ",0,1,,
"730","epso",,,"î'à",,,"                              ","          ","      ","                              ","          ","          ",,"î'à                                               ",,,"    ",0,1,,
"730","ta",,," ü,s",,,"s                             ","          ","TIM   ","h                             ","          ","          ",,"ü                                                 ",,,"TIM ",0,1,,
"830","ld0",,,"log(Dà,cm2/s)",,,"cm2/s                         ","log       ","DIF   ","cm2/s                         ","          ","          ",,"Dà                                                ",,,"GDI ",0,0,,
"600","vsmg/dms",,,"v,mg/dm2.s",,,"mg/dm2.s                      ","          ","      ","mg/dm2.s                      ","          ","          ",,"v                                                 ",,,"    ",0,1,,
"000","v5/sv",,,"VÅ¨/ÛV",,,"                              ","          ","      ","                              ","          ","          ",,"VÅ¨/ÛV                                            ",,,"    ",0,1,,
"700","lnsmk",,,"ln(ó.T,Ohm^-1.m^-1.K)",,,"Ohm^-1.m^-1.K                 ","ln        ","      ","Ohm^-1.m^-1.K                 ","          ","          ",,"ó.T                                               ",,,"    ",0,1,,
"730","lta",,,"log(ü,s)",,,"s                             ","log       ","TIM   ","h                             ","          ","          ",,"ü                                                 ",,,"TIM ",0,1,,
"000","wlcm",,,"ô,cm",,,"cm                            ","          ","LEN   ","nm                            ","          ","          ",,"ô                                                 ",,,"LEN ",0,1,,
"954","ltf",,,"T‹ˆœ,oF","TLiq",,"oF                            ","          ","TMP   ","K                             ","          ","          ",,"T‹ˆœ                                              ",,,"TMP ",0,1,"TLiq",
"600","dhj",,,"-ÍHž,J/g",,,"J/g                           ","          ","ENT   ","kJ/g-atom                     ","          ","          ",,"-ÍHž                                              ",,,"ENT ",0,1,,
"000","v4/v5",,,"VÄ¨/VÅ¨",,,"                              ","          ","      ","                              ","          ","          ",,"VÄ¨/VÅ¨                                           ",,,"    ",0,1,,
"320","yecd",,,"îƒ,wt%^-1.cm^-1",,,"wt%^-1.cm^-1                  ","          ","      ","wt%^-1.cm^-1                  ","          ","          ",,"îƒ                                                ",,,"    ",0,1,,
"320","yecn",,,"î,wt%^-1.cm^-1",,,"wt%^-1.cm^-1                  ","          ","      ","wt%^-1.cm^-1                  ","          ","          ",,"î                                                ",,,"    ",0,1,,
"000","so",,,"Solution",,,"                              ","          ","      ","                              ","          ","          ",,"Solution                                          ",,,"    ",0,1,,
"300","ngfa/nfc",,,"[n†-nÜ]/[nÜ-n¸']",,,"                              ","          ","      ","                              ","          ","          ",,"[n†-nÜ]/[nÜ-n¸']                                  ",,,"    ",0,1,,
"950","vmmc/s",,,"vŒ€£,Microm/s",,,"Microm/s                      ","          ","VEL   ","cm/s                          ","          ","          ",,"vŒ€£                                              ",,,"CRT ",0,1,"vmax",
"000","t2k",,,"TÂ,K2",,,"K2                            ","          ","      ","K2                            ","          ","          ",,"TÂ                                                ",,,"    ",0,1,,
"200","ce/gk1",,,"C/T,erg/g.K2",,,"erg/g.K2                      ","          ","      ","erg/g.K2                      ","          ","          ",,"C/T                                               ",,,"    ",0,1,,
"000","sol",,,"in solution",,,"                              ","          ","      ","                              ","          ","          ",,"in solution                                       ",,,"    ",0,1,,
"520","llam",,,"log(ô)",,,"                              ","          ","      ","                              ","          ","          ",,"log(ô)                                            ",,,"    ",0,1,,
"950","tn",,,"T,oC",,,"oC                            ","          ","TMP   ","K                             ","          ","          ",,"T                                                ",,,"TMP ",0,1,"Tn",
"540","k1cn",,,"Ká‚,MN.m^[-3/2]",,,"MN.m^[-3/2]                   ","          ","FRT   ","N/m3/2                        ","          ","          ",,"Ká‚                                               ",,,"FRT ",0,1,,
"320","yyak",,,"Absorption coefficient,cm^-1",,,"cm^-1                         ","          ","WAV   ","Micronm                       ","          ","          ",,"Absorption coefficient                            ",,,"WAV ",0,0,,
"320","yymec",,,"Extinction coefficient,l/mol.cm",,,"l/mol.cm                      ","          ","      ","l/mol.cm                      ","          ","          ",,"Extinction coefficient                            ",,,"    ",0,1,,
"320","yya",,,"Absorption,a.u.",,,"a.u.                          ","          ","      ","a.u.                          ","          ","          ",,"Absorption                                        ",,,"    ",0,0,,
"320","yylak",,,"log(Absorption coefficient,cm^-1)",,,"cm^-1                         ","log       ","WAV   ","Micronm                       ","          ","          ",,"Absorption coefficient                            ",,,"WAV ",0,0,,
"320","yyt",,,"Transmittance,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"Transmittance                                     ",,,"    ",0,1,,
"320","yyt1",,,"Transmittance",,,"                              ","          ","      ","                              ","          ","          ",,"Transmittance                                     ",,,"    ",0,0,,
"600","wag/cm",,,"Wt increase, g/cm3",,,"g/cm3                         ","          ","DEN   ","g/cm3                         ","          ","          ",,"Wt increase                                       ",,,"DEN ",0,1,,
"500","l/p0",,,"(dL/dP)_P=0",,,"                              ","          ","      ","                              ","          ","          ",,"(dL/dP)_P=0                                       ",,,"    ",0,1,,
"000","lspa",,,"log(û,Pa)",,,"Pa                            ","log       ","MDU   ","GPa                           ","          ","          ",,"û                                                 ",,,"MDU ",0,1,,
"600","lnr",,,"log(NR,g/m2)",,,"g/m2                          ","log       ","      ","g/m2                          ","          ","          ",,"NR                                                ",,,"    ",0,1,,
"600","vnr",,,"v[NR],g/m2.day",,,"g/m2.day                      ","          ","      ","g/m2.day                      ","          ","          ",,"v[NR]                                             ",,,"    ",0,1,,
"600","lvnr",,,"log(v[NR],g/m2.day)",,,"g/m2.day                      ","log       ","      ","g/m2.day                      ","          ","          ",,"v[NR]                                             ",,,"    ",0,1,,
"600","lvnrcm",,,"log(v[NR],g/cm2.day)",,,"g/cm2.day                     ","log       ","EVR   ","mg/cm2.h                      ","          ","          ",,"v[NR]                                             ",,,"EVR ",0,1,,
"600","nnr",,,"N*1E-20,cm^-3",,,"cm^-3                         ","          ","      ","cm^-3                         ","1E-20     ","1E-20     ",,"N                                                 ",,,"    ",0,1,,
"950","io/ms",,,"Ià,mm^-3.s^-1",,,"mm^-3.s^-1                    ","          ","VNU   ","cm^-3.s^-1                    ","          ","          ",,"Ià                                                ",,,"VNU ",0,1,,
"950","ltaum",,,"log(ü,min)",,,"min                           ","log       ","TIM   ","h                             ","          ","          ",,"ü                                                 ",,,"TIM ",0,1,,
"600","stgr",,,"Stain test group",,,"                              ","          ","      ","                              ","          ","          ",,"Stain test group                                  ",,,"    ",0,1,,
"000","lnf",,,"ln(f,Hz)",,,"Hz                            ","ln        ","FRQ   ","Hz                            ","          ","          ",,"f                                                 ",,,"FRQ ",0,1,,
"500","ccm/kg",,,"ì,cm2/kg",,,"cm2/kg                        ","          ","      ","cm2/kg                        ","          ","          ",,"ì                                                 ",,,"    ",0,1,,
"400","lnps",,,"ln(ñ,Pa.s)",,,"Pa.s                          ","ln        ","VIS   ","P                             ","          ","          ",,"ñ                                                 ",,,"VIS ",0,1,,
"300","dnfaca5",,,"[nÜ-nÚ]*1E5",,,"                              ","          ","NNN   ","                              ","1E5       ","1E5       ",,"[nÜ-nÚ]                                           ",,,"NNN ",0,1,,
"300","dnfae5",,,"[nÜ-n„']*1E5",,,"                              ","          ","NNN   ","                              ","1E5       ","1E5       ",,"[nÜ-n„']                                          ",,,"NNN ",0,1,,
"540","iskg/cm",,,"ûˆŒ,kgf/cm2",,,"kgf/cm2                       ","          ","MDU   ","GPa                           ","          ","          ",,"ûˆŒ                                              ",,,"MDU ",0,1,,
"500","gpsi",,,"G,psi","mod_sdv",,"psi                           ","          ","MDU   ","GPa                           ","          ","          ",,"G                                                 ",,,"MDU ",0,1,"mod_sdv",
"600","ej",,,"E,kJ/mol",,,"kJ/mol                        ","          ","ENT   ","kJ/g-atom                     ","          ","          ",,"E                                                 ",,,"ENT ",0,1,,
"100","densnot",,,"d,g/cm3",,,"g/cm3                         ","          ","DEN   ","g/cm3                         ","          ","          ",,"d                                                 ",,,"DEN ",0,0,,
"130","tecnot",,,"ê*1E7,K^-1",,,"K^-1                          ","          ","TEC   ","K^-1                          ","1E7       ","1E7       ",,"ê                                                 ",,,"TEC ",0,0,,
"000","w5/sw",,,"WÅ¨/ÛW",,,"                              ","          ","      ","                              ","          ","          ",,"WÅ¨/ÛW                                            ",,,"    ",0,1,,
"730","epssoo",,,"î'ž - î'µ",,,"                              ","          ","      ","                              ","          ","          ",,"î'ž - î'µ                                         ",,,"    ",0,1,,
"950","io/ch",,,"Ià,cm^-3.h^-1",,,"cm^-3.h^-1                    ","          ","VNU   ","cm^-3.s^-1                    ","          ","          ",,"Ià                                                ",,,"VNU ",0,1,,
"000","lgpa/m",,,"log(Stressing rate,GPa/min)",,,"GPa/min                       ","log       ","      ","GPa/min                       ","          ","          ",,"Stressing rate                                    ",,,"    ",0,1,,
"000","el",,,"Electrodes",,,"                              ","          ","      ","                              ","          ","          ",,"Electrodes                                        ",,,"    ",0,1,,
"990","lnmm",,,"ln(m/mà)",,,"                              ","          ","      ","                              ","          ","          ",,"ln(m/mà)                                          ",,,"    ",0,0,,
"600","wlg/in",,,"Wt loss,g/in2",,,"g/in2                         ","          ","      ","g/in2                         ","          ","          ",,"Wt loss                                           ",,,"    ",0,1,,
"800","lnc",,,"ln(D,cm2/s)",,,"cm2/s                         ","ln        ","DIF   ","m2/s                          ","          ","          ",,"D                                                 ",,,"DIF ",0,1,,
"500","le/e20",,,"log(E/Eâà)",,,"                              ","          ","      ","                              ","          ","          ",,"log(E/Eâà)                                       ",,,"    ",0,1,,
"500","dcl/cl",,,"Íc‹/c‹",,,"                              ","          ","      ","                              ","          ","          ",,"Íc‹/c‹                                            ",,,"    ",0,1,,
"600","dh/kms",,,"-ÍHž,kcal/mol SiOâ",,,"kcal/mol SiO2                 ","          ","      ","kcal/mol SiO2                 ","          ","          ",,"-ÍHž                                              ",,,"    ",0,1,,
"300","dm",,,"DŒ",,,"                              ","          ","      ","                              ","          ","          ",,"DŒ                                                ",,,"    ",0,1,,
"000","rh",,,"Relative humidity,%",,,"%                             ","          ","      ","%                             ","          ","          ",,"Relative humidity                                 ",,,"    ",0,1,,
"540","lcv",,,"log(crack velocity,m/s)",,,"m/s                           ","log       ","VEL   ","m/s                           ","          ","          ",,"crack velocity                                    ",,,"VEL ",0,1,,
"500","g4.2/g",,,"GäÌâ/G",,,"                              ","          ","      ","                              ","          ","          ",,"GäÌâ/G                                            ",,,"    ",0,1,,
"730","e/e4.2",,,"î'/î'äÌâ",,,"                              ","          ","      ","                              ","          ","          ",,"î'/î'äÌâ                                          ",,,"    ",0,1,,
"890","vcg",,,"Verdet const.,min/G.cm ",,,"min/G.cm                      ","          ","      ","min/G.cm                      ","          ","          ",,"Verdet const.                                     ",,,"    ",0,1,,
"000","mfkg",,,"Magnetic field,kGb",,,"kGb                           ","          ","      ","kGb                           ","          ","          ",,"Magnetic field                                    ",,,"    ",0,1,,
"600","vmm/d",,,"v,mm/day",,,"mm/day                        ","          ","      ","mm/day                        ","          ","          ",,"v                                                 ",,,"    ",0,1,,
"540","bs/bs0",,,"û/ûà",,,"                              ","          ","      ","                              ","          ","          ",,"û/ûà                                            ",,,"    ",0,1,,
"990","wlm/cmh",,,"v,mol/cm2.h",,,"mol/cm2.h                     ","          ","      ","mol/cm2.h                     ","          ","          ",,"v                                                 ",,,"    ",0,1,,
"000","lhr/s",,,"log(heating rate,K/s)",,,"K/s                           ","log       ","TRT   ","K/s                           ","          ","          ",,"heating rate                                      ",,,"TRT ",0,1,,
"000","as3/as5",,,"AsÃ¨/AsÅ¨",,,"                              ","          ","      ","                              ","          ","          ",,"AsÃ¨/AsÅ¨                                         ",,,"    ",0,1,,
"500","ekg/mm0",,,"E,kgf/mm2","mod_ung",,"kgf/mm2                       ","          ","MDU   ","GPa                           ","          ","          ",,"E                                                 ",,,"MDU ",0,1,"mod_ung",
"500","ekgb/mm0",,,"E,kgf/mm2","mod_ung",,"kgf/mm2                       ","          ","MDU   ","GPa                           ","          ","          ",,"E                                                ",,,"MDU ",0,1,"mod_ung",
"500","kkg/mm0",,,"K,kgf/mm2",,,"kgf/mm2                       ","          ","MDU   ","GPa                           ","          ","          ",,"K                                                 ",,,"MDU ",0,1,,
"400","lp",,,"log(ñ,P)",,"at","P                             ","log       ","VIS   ","P                             ","          ","          ",,"ñ                                                 ",,,"VIS ",0,1,,
